rok,mesic,kraj_kod,kraj_nazev,diagnoza,diagnoza_nazev,vek_kod,vek_nazev,pohlavi,EWS,pocet_pripadu
2022,12,CZ052,Královéhradecký kraj,A69,Jiné spirochetové infekce,66005009,5–9 let,Z,0,2
2022,12,CZ052,Královéhradecký kraj,A69,Jiné spirochetové infekce,66025029,25–29 let,Z,0,1
2022,12,CZ052,Královéhradecký kraj,A69,Jiné spirochetové infekce,66030034,30–34 let,Z,0,1
2022,12,CZ052,Královéhradecký kraj,A69,Jiné spirochetové infekce,66045049,45–49 let,Z,0,1
2022,12,CZ052,Královéhradecký kraj,A69,Jiné spirochetové infekce,66050054,50–54 let,Z,0,1
2022,12,CZ052,Královéhradecký kraj,A69,Jiné spirochetové infekce,66055059,55–59 let,Z,0,2
2022,12,CZ052,Královéhradecký kraj,A69,Jiné spirochetové infekce,66060064,60–64 let,M,0,1
2022,12,CZ052,Královéhradecký kraj,A69,Jiné spirochetové infekce,66060064,60–64 let,Z,0,1
2022,12,CZ052,Královéhradecký kraj,A69,Jiné spirochetové infekce,66070074,70–74 let,M,0,1
2022,12,CZ052,Královéhradecký kraj,A81,Atypické virové infekce centrální nervové soustavy,66065069,65–69 let,Z,0,1
2022,12,CZ052,Královéhradecký kraj,A84,Virová encefalitida přenášená klíšťaty,66075999,75+ let,Z,0,1
2022,12,CZ052,Královéhradecký kraj,A87,Virová meningitida,66015019,15–19 let,Z,0,1
2022,12,CZ052,Královéhradecký kraj,B00,Infekce virem Herpes simplex,66055059,55–59 let,Z,0,1
2022,12,CZ052,Královéhradecký kraj,B01,Plané neštovice [varicella],66000000,0 let,Z,0,2
2022,12,CZ052,Královéhradecký kraj,B01,Plané neštovice [varicella],66001004,1–4 roky,M,0,33
2022,12,CZ052,Královéhradecký kraj,B01,Plané neštovice [varicella],66001004,1–4 roky,Z,0,27
2022,12,CZ052,Královéhradecký kraj,B01,Plané neštovice [varicella],66005009,5–9 let,M,0,67
2022,12,CZ052,Královéhradecký kraj,B01,Plané neštovice [varicella],66005009,5–9 let,Z,0,35
2022,12,CZ052,Královéhradecký kraj,B01,Plané neštovice [varicella],66010014,10–14 let,M,0,6
2022,12,CZ052,Královéhradecký kraj,B01,Plané neštovice [varicella],66010014,10–14 let,Z,0,5
2022,12,CZ052,Královéhradecký kraj,B01,Plané neštovice [varicella],66015019,15–19 let,M,0,1
2022,12,CZ052,Královéhradecký kraj,B01,Plané neštovice [varicella],66030034,30–34 let,Z,0,1
2022,12,CZ052,Královéhradecký kraj,B02,Pásový opar [herpes zoster],66025029,25–29 let,M,0,1
2022,12,CZ052,Královéhradecký kraj,B02,Pásový opar [herpes zoster],66040044,40–44 let,M,0,1
2022,12,CZ052,Královéhradecký kraj,B02,Pásový opar [herpes zoster],66040044,40–44 let,Z,0,1
2022,12,CZ052,Královéhradecký kraj,B02,Pásový opar [herpes zoster],66045049,45–49 let,M,0,3
2022,12,CZ052,Královéhradecký kraj,B02,Pásový opar [herpes zoster],66055059,55–59 let,M,0,2
2022,12,CZ052,Královéhradecký kraj,B02,Pásový opar [herpes zoster],66055059,55–59 let,Z,0,3
2022,12,CZ052,Královéhradecký kraj,B02,Pásový opar [herpes zoster],66060064,60–64 let,M,0,2
2022,12,CZ052,Královéhradecký kraj,B02,Pásový opar [herpes zoster],66060064,60–64 let,Z,0,2
2022,12,CZ052,Královéhradecký kraj,B02,Pásový opar [herpes zoster],66065069,65–69 let,M,0,3
2022,12,CZ052,Královéhradecký kraj,B02,Pásový opar [herpes zoster],66065069,65–69 let,Z,0,2
2022,12,CZ052,Královéhradecký kraj,B02,Pásový opar [herpes zoster],66070074,70–74 let,M,0,2
2022,12,CZ052,Královéhradecký kraj,B02,Pásový opar [herpes zoster],66070074,70–74 let,Z,0,7
2022,12,CZ052,Královéhradecký kraj,B02,Pásový opar [herpes zoster],66075999,75+ let,M,0,2
2022,12,CZ052,Královéhradecký kraj,B02,Pásový opar [herpes zoster],66075999,75+ let,Z,0,6
2022,12,CZ052,Královéhradecký kraj,B08,Jiné virové infekce charakterizované postižením kůže a sliznic NJ,66000000,0 let,M,0,1
2022,12,CZ052,Královéhradecký kraj,B08,Jiné virové infekce charakterizované postižením kůže a sliznic NJ,66001004,1–4 roky,M,0,1
2022,12,CZ052,Královéhradecký kraj,B08,Jiné virové infekce charakterizované postižením kůže a sliznic NJ,66001004,1–4 roky,Z,0,3
2022,12,CZ052,Královéhradecký kraj,B08,Jiné virové infekce charakterizované postižením kůže a sliznic NJ,66005009,5–9 let,Z,0,2
2022,12,CZ052,Královéhradecký kraj,B08,Jiné virové infekce charakterizované postižením kůže a sliznic NJ,66035039,35–39 let,Z,0,1
2022,12,CZ052,Královéhradecký kraj,B17,Jiná akutní virová hepatitida,66020024,20–24 let,M,0,1
2022,12,CZ052,Královéhradecký kraj,B17,Jiná akutní virová hepatitida,66055059,55–59 let,M,0,1
2022,12,CZ052,Královéhradecký kraj,B17,Jiná akutní virová hepatitida,66055059,55–59 let,Z,0,1
2022,12,CZ052,Královéhradecký kraj,B17,Jiná akutní virová hepatitida,66070074,70–74 let,M,0,1
2022,12,CZ052,Královéhradecký kraj,B18,Chronická virová hepatitida,66040044,40–44 let,M,0,1
2022,12,CZ052,Královéhradecký kraj,B27,Infekční mononukleóza,66001004,1–4 roky,Z,0,1
2022,12,CZ052,Královéhradecký kraj,B27,Infekční mononukleóza,66005009,5–9 let,M,0,1
2022,12,CZ052,Královéhradecký kraj,B27,Infekční mononukleóza,66005009,5–9 let,Z,0,1
2022,12,CZ052,Královéhradecký kraj,B27,Infekční mononukleóza,66010014,10–14 let,M,0,1
2022,12,CZ052,Královéhradecký kraj,B27,Infekční mononukleóza,66010014,10–14 let,Z,0,1
2022,12,CZ052,Královéhradecký kraj,B27,Infekční mononukleóza,66015019,15–19 let,M,0,3
2022,12,CZ052,Královéhradecký kraj,B27,Infekční mononukleóza,66015019,15–19 let,Z,0,2
2022,12,CZ052,Královéhradecký kraj,B27,Infekční mononukleóza,66020024,20–24 let,Z,0,2
2022,12,CZ052,Královéhradecký kraj,B27,Infekční mononukleóza,66045049,45–49 let,Z,0,1
2022,12,CZ052,Královéhradecký kraj,B35,Dermatofytóza,66001004,1–4 roky,Z,0,1
2022,12,CZ052,Královéhradecký kraj,B35,Dermatofytóza,66070074,70–74 let,M,0,1
2022,12,CZ052,Královéhradecký kraj,B35,Dermatofytóza,66075999,75+ let,Z,0,1
2022,12,CZ052,Královéhradecký kraj,B58,Toxoplazmóza [toxoplasmosis],66065069,65–69 let,Z,0,1
2022,12,CZ052,Královéhradecký kraj,B80,Enterobióza [enterobiasis],66005009,5–9 let,Z,0,1
2022,12,CZ052,Královéhradecký kraj,B86,Svrab [scabies],66001004,1–4 roky,M,0,2
2022,12,CZ052,Královéhradecký kraj,B86,Svrab [scabies],66010014,10–14 let,Z,0,2
2022,12,CZ052,Královéhradecký kraj,B86,Svrab [scabies],66015019,15–19 let,M,0,5
2022,12,CZ052,Královéhradecký kraj,B86,Svrab [scabies],66015019,15–19 let,Z,0,4
2022,12,CZ052,Královéhradecký kraj,B86,Svrab [scabies],66020024,20–24 let,M,0,3
2022,12,CZ052,Královéhradecký kraj,B86,Svrab [scabies],66020024,20–24 let,Z,0,1
2022,12,CZ052,Královéhradecký kraj,B86,Svrab [scabies],66025029,25–29 let,M,0,1
2022,12,CZ052,Královéhradecký kraj,B86,Svrab [scabies],66045049,45–49 let,Z,0,2
2022,12,CZ052,Královéhradecký kraj,B86,Svrab [scabies],66055059,55–59 let,M,0,1
2022,12,CZ052,Královéhradecký kraj,B86,Svrab [scabies],66060064,60–64 let,M,0,1
2022,12,CZ052,Královéhradecký kraj,B86,Svrab [scabies],66060064,60–64 let,Z,0,1
2022,12,CZ052,Královéhradecký kraj,B86,Svrab [scabies],66075999,75+ let,M,0,1
2022,12,CZ052,Královéhradecký kraj,B86,Svrab [scabies],66075999,75+ let,Z,0,1
2022,12,CZ052,Královéhradecký kraj,J10,Chřipka způsobená identifikovaným sezónním chřipkovým virem,66000000,0 let,M,0,1
2022,12,CZ052,Královéhradecký kraj,J10,Chřipka způsobená identifikovaným sezónním chřipkovým virem,66000000,0 let,Z,0,2
2022,12,CZ052,Královéhradecký kraj,J10,Chřipka způsobená identifikovaným sezónním chřipkovým virem,66001004,1–4 roky,M,0,10
2022,12,CZ052,Královéhradecký kraj,J10,Chřipka způsobená identifikovaným sezónním chřipkovým virem,66001004,1–4 roky,Z,0,7
2022,12,CZ052,Královéhradecký kraj,J10,Chřipka způsobená identifikovaným sezónním chřipkovým virem,66005009,5–9 let,M,0,19
2022,12,CZ052,Královéhradecký kraj,J10,Chřipka způsobená identifikovaným sezónním chřipkovým virem,66005009,5–9 let,Z,0,13
2022,12,CZ052,Královéhradecký kraj,J10,Chřipka způsobená identifikovaným sezónním chřipkovým virem,66010014,10–14 let,M,0,6
2022,12,CZ052,Královéhradecký kraj,J10,Chřipka způsobená identifikovaným sezónním chřipkovým virem,66010014,10–14 let,Z,0,3
2022,12,CZ052,Královéhradecký kraj,J10,Chřipka způsobená identifikovaným sezónním chřipkovým virem,66015019,15–19 let,M,0,6
2022,12,CZ052,Královéhradecký kraj,J10,Chřipka způsobená identifikovaným sezónním chřipkovým virem,66015019,15–19 let,Z,0,5
2022,12,CZ052,Královéhradecký kraj,J10,Chřipka způsobená identifikovaným sezónním chřipkovým virem,66020024,20–24 let,M,0,3
2022,12,CZ052,Královéhradecký kraj,J10,Chřipka způsobená identifikovaným sezónním chřipkovým virem,66020024,20–24 let,Z,0,1
2022,12,CZ052,Královéhradecký kraj,J10,Chřipka způsobená identifikovaným sezónním chřipkovým virem,66025029,25–29 let,M,0,1
2022,12,CZ052,Královéhradecký kraj,J10,Chřipka způsobená identifikovaným sezónním chřipkovým virem,66025029,25–29 let,Z,0,3
2022,12,CZ052,Královéhradecký kraj,J10,Chřipka způsobená identifikovaným sezónním chřipkovým virem,66030034,30–34 let,M,0,1
2022,12,CZ052,Královéhradecký kraj,J10,Chřipka způsobená identifikovaným sezónním chřipkovým virem,66030034,30–34 let,Z,0,6
2022,12,CZ052,Královéhradecký kraj,J10,Chřipka způsobená identifikovaným sezónním chřipkovým virem,66035039,35–39 let,M,0,1
2022,12,CZ052,Královéhradecký kraj,J10,Chřipka způsobená identifikovaným sezónním chřipkovým virem,66035039,35–39 let,Z,0,1
2022,12,CZ052,Královéhradecký kraj,J10,Chřipka způsobená identifikovaným sezónním chřipkovým virem,66040044,40–44 let,Z,0,2
2022,12,CZ052,Královéhradecký kraj,J10,Chřipka způsobená identifikovaným sezónním chřipkovým virem,66045049,45–49 let,M,0,4
2022,12,CZ052,Královéhradecký kraj,J10,Chřipka způsobená identifikovaným sezónním chřipkovým virem,66045049,45–49 let,Z,0,1
2022,12,CZ052,Královéhradecký kraj,J10,Chřipka způsobená identifikovaným sezónním chřipkovým virem,66050054,50–54 let,M,0,2
2022,12,CZ052,Královéhradecký kraj,J10,Chřipka způsobená identifikovaným sezónním chřipkovým virem,66050054,50–54 let,Z,0,3
2022,12,CZ052,Královéhradecký kraj,J10,Chřipka způsobená identifikovaným sezónním chřipkovým virem,66055059,55–59 let,M,0,3
2022,12,CZ052,Královéhradecký kraj,J10,Chřipka způsobená identifikovaným sezónním chřipkovým virem,66055059,55–59 let,Z,0,3
2022,12,CZ052,Královéhradecký kraj,J10,Chřipka způsobená identifikovaným sezónním chřipkovým virem,66060064,60–64 let,M,0,2
2022,12,CZ052,Královéhradecký kraj,J10,Chřipka způsobená identifikovaným sezónním chřipkovým virem,66060064,60–64 let,Z,0,2
2022,12,CZ052,Královéhradecký kraj,J10,Chřipka způsobená identifikovaným sezónním chřipkovým virem,66065069,65–69 let,M,0,11
2022,12,CZ052,Královéhradecký kraj,J10,Chřipka způsobená identifikovaným sezónním chřipkovým virem,66065069,65–69 let,Z,0,8
2022,12,CZ052,Královéhradecký kraj,J10,Chřipka způsobená identifikovaným sezónním chřipkovým virem,66070074,70–74 let,M,0,9
2022,12,CZ052,Královéhradecký kraj,J10,Chřipka způsobená identifikovaným sezónním chřipkovým virem,66070074,70–74 let,Z,0,8
2022,12,CZ052,Královéhradecký kraj,J10,Chřipka způsobená identifikovaným sezónním chřipkovým virem,66075999,75+ let,M,0,25
2022,12,CZ052,Královéhradecký kraj,J10,Chřipka způsobená identifikovaným sezónním chřipkovým virem,66075999,75+ let,Z,0,35
2022,12,CZ052,Královéhradecký kraj,J12,Virový zánět plic (pneumonie) nezařazený jinde,66000000,0 let,M,0,1
2022,12,CZ052,Královéhradecký kraj,J12,Virový zánět plic (pneumonie) nezařazený jinde,66001004,1–4 roky,M,0,1
2022,12,CZ052,Královéhradecký kraj,J12,Virový zánět plic (pneumonie) nezařazený jinde,66001004,1–4 roky,Z,0,1
2022,12,CZ052,Královéhradecký kraj,J13,Zánět plic‚ původce: Streptococcus pneumoniae,66001004,1–4 roky,M,0,1
2022,12,CZ052,Královéhradecký kraj,J14,Zánět plic‚ původce: Haemophilus influenzae,66065069,65–69 let,M,0,1
2022,12,CZ052,Královéhradecký kraj,W55,Kousnutí nebo úder jinými savci,66045049,45–49 let,Z,0,1
2022,1,CZ053,Pardubický kraj,A02,Jiné infekce způsobené salmonelami,66001004,1–4 roky,M,0,5
2022,1,CZ053,Pardubický kraj,A02,Jiné infekce způsobené salmonelami,66001004,1–4 roky,Z,0,3
2022,1,CZ053,Pardubický kraj,A02,Jiné infekce způsobené salmonelami,66005009,5–9 let,M,0,1
2022,1,CZ053,Pardubický kraj,A02,Jiné infekce způsobené salmonelami,66005009,5–9 let,Z,0,3
2022,1,CZ053,Pardubický kraj,A02,Jiné infekce způsobené salmonelami,66010014,10–14 let,M,0,1
2022,1,CZ053,Pardubický kraj,A02,Jiné infekce způsobené salmonelami,66015019,15–19 let,M,0,2
2022,1,CZ053,Pardubický kraj,A02,Jiné infekce způsobené salmonelami,66015019,15–19 let,Z,0,1
2022,1,CZ053,Pardubický kraj,A02,Jiné infekce způsobené salmonelami,66025029,25–29 let,Z,0,1
2022,1,CZ053,Pardubický kraj,A02,Jiné infekce způsobené salmonelami,66030034,30–34 let,M,0,1
2022,1,CZ053,Pardubický kraj,A02,Jiné infekce způsobené salmonelami,66035039,35–39 let,M,0,2
2022,1,CZ053,Pardubický kraj,A02,Jiné infekce způsobené salmonelami,66040044,40–44 let,Z,0,1
2022,1,CZ053,Pardubický kraj,A02,Jiné infekce způsobené salmonelami,66050054,50–54 let,Z,0,1
2022,1,CZ053,Pardubický kraj,A02,Jiné infekce způsobené salmonelami,66055059,55–59 let,M,0,1
2022,1,CZ053,Pardubický kraj,A02,Jiné infekce způsobené salmonelami,66060064,60–64 let,M,0,1
2022,1,CZ053,Pardubický kraj,A02,Jiné infekce způsobené salmonelami,66070074,70–74 let,Z,0,1
2022,1,CZ053,Pardubický kraj,A02,Jiné infekce způsobené salmonelami,66075999,75+ let,Z,0,1
2022,1,CZ053,Pardubický kraj,A04,Jiné bakteriální střevní infekce,66000000,0 let,M,0,3
2022,1,CZ053,Pardubický kraj,A04,Jiné bakteriální střevní infekce,66000000,0 let,Z,0,1
2022,1,CZ053,Pardubický kraj,A04,Jiné bakteriální střevní infekce,66001004,1–4 roky,M,0,4
2022,1,CZ053,Pardubický kraj,A04,Jiné bakteriální střevní infekce,66001004,1–4 roky,Z,0,3
2022,1,CZ053,Pardubický kraj,A04,Jiné bakteriální střevní infekce,66005009,5–9 let,M,0,1
2022,1,CZ053,Pardubický kraj,A04,Jiné bakteriální střevní infekce,66005009,5–9 let,Z,0,1
2022,1,CZ053,Pardubický kraj,A04,Jiné bakteriální střevní infekce,66010014,10–14 let,M,0,2
2022,1,CZ053,Pardubický kraj,A04,Jiné bakteriální střevní infekce,66010014,10–14 let,Z,0,1
2022,1,CZ053,Pardubický kraj,A04,Jiné bakteriální střevní infekce,66015019,15–19 let,M,0,1
2022,1,CZ053,Pardubický kraj,A04,Jiné bakteriální střevní infekce,66015019,15–19 let,Z,0,1
2022,1,CZ053,Pardubický kraj,A04,Jiné bakteriální střevní infekce,66020024,20–24 let,M,0,1
2022,1,CZ053,Pardubický kraj,A04,Jiné bakteriální střevní infekce,66020024,20–24 let,Z,0,1
2022,1,CZ053,Pardubický kraj,A04,Jiné bakteriální střevní infekce,66025029,25–29 let,M,0,3
2022,1,CZ053,Pardubický kraj,A04,Jiné bakteriální střevní infekce,66030034,30–34 let,M,0,2
2022,1,CZ053,Pardubický kraj,A04,Jiné bakteriální střevní infekce,66035039,35–39 let,M,0,1
2022,1,CZ053,Pardubický kraj,A04,Jiné bakteriální střevní infekce,66040044,40–44 let,M,0,1
2022,1,CZ053,Pardubický kraj,A04,Jiné bakteriální střevní infekce,66040044,40–44 let,Z,0,2
2022,1,CZ053,Pardubický kraj,A04,Jiné bakteriální střevní infekce,66045049,45–49 let,M,0,1
2022,1,CZ053,Pardubický kraj,A04,Jiné bakteriální střevní infekce,66045049,45–49 let,Z,0,3
2022,1,CZ053,Pardubický kraj,A04,Jiné bakteriální střevní infekce,66050054,50–54 let,M,0,1
2022,1,CZ053,Pardubický kraj,A04,Jiné bakteriální střevní infekce,66055059,55–59 let,M,0,1
2022,1,CZ053,Pardubický kraj,A04,Jiné bakteriální střevní infekce,66060064,60–64 let,Z,0,1
2022,1,CZ053,Pardubický kraj,A04,Jiné bakteriální střevní infekce,66065069,65–69 let,M,0,2
2022,1,CZ053,Pardubický kraj,A04,Jiné bakteriální střevní infekce,66065069,65–69 let,Z,0,2
2022,1,CZ053,Pardubický kraj,A04,Jiné bakteriální střevní infekce,66070074,70–74 let,M,0,2
2022,1,CZ053,Pardubický kraj,A04,Jiné bakteriální střevní infekce,66070074,70–74 let,Z,0,2
2022,1,CZ053,Pardubický kraj,A04,Jiné bakteriální střevní infekce,66075999,75+ let,M,0,2
2022,1,CZ053,Pardubický kraj,A04,Jiné bakteriální střevní infekce,66075999,75+ let,Z,0,10
2022,1,CZ053,Pardubický kraj,A06,Amébóza,66010014,10–14 let,M,0,1
2022,1,CZ053,Pardubický kraj,A06,Amébóza,66010014,10–14 let,Z,0,1
2022,1,CZ053,Pardubický kraj,A08,Střevní infekce viry a jinými určenými mikroorganismy,66000000,0 let,M,0,7
2022,1,CZ053,Pardubický kraj,A08,Střevní infekce viry a jinými určenými mikroorganismy,66000000,0 let,Z,0,4
2022,1,CZ053,Pardubický kraj,A08,Střevní infekce viry a jinými určenými mikroorganismy,66001004,1–4 roky,M,0,12
2022,1,CZ053,Pardubický kraj,A08,Střevní infekce viry a jinými určenými mikroorganismy,66001004,1–4 roky,Z,0,7
2022,1,CZ053,Pardubický kraj,A08,Střevní infekce viry a jinými určenými mikroorganismy,66005009,5–9 let,M,0,7
2022,1,CZ053,Pardubický kraj,A08,Střevní infekce viry a jinými určenými mikroorganismy,66005009,5–9 let,Z,0,3
2022,1,CZ053,Pardubický kraj,A08,Střevní infekce viry a jinými určenými mikroorganismy,66015019,15–19 let,M,0,1
2022,1,CZ053,Pardubický kraj,A08,Střevní infekce viry a jinými určenými mikroorganismy,66015019,15–19 let,Z,0,1
2022,1,CZ053,Pardubický kraj,A08,Střevní infekce viry a jinými určenými mikroorganismy,66020024,20–24 let,M,0,1
2022,1,CZ053,Pardubický kraj,A08,Střevní infekce viry a jinými určenými mikroorganismy,66050054,50–54 let,Z,0,2
2022,1,CZ053,Pardubický kraj,A08,Střevní infekce viry a jinými určenými mikroorganismy,66055059,55–59 let,M,0,1
2022,1,CZ053,Pardubický kraj,A08,Střevní infekce viry a jinými určenými mikroorganismy,66060064,60–64 let,M,0,1
2022,1,CZ053,Pardubický kraj,A08,Střevní infekce viry a jinými určenými mikroorganismy,66060064,60–64 let,Z,0,1
2022,1,CZ053,Pardubický kraj,A08,Střevní infekce viry a jinými určenými mikroorganismy,66070074,70–74 let,M,0,1
2022,1,CZ053,Pardubický kraj,A08,Střevní infekce viry a jinými určenými mikroorganismy,66075999,75+ let,Z,0,1
2022,1,CZ053,Pardubický kraj,A27,Leptospiróza,66050054,50–54 let,M,0,1
2022,1,CZ053,Pardubický kraj,A37,Dávivý kašel [pertussis],66001004,1–4 roky,Z,0,1
2022,1,CZ053,Pardubický kraj,A40,Streptokoková sepse,66045049,45–49 let,M,0,1
2022,1,CZ053,Pardubický kraj,A40,Streptokoková sepse,66060064,60–64 let,M,0,1
2022,1,CZ053,Pardubický kraj,A40,Streptokoková sepse,66075999,75+ let,Z,0,1
2022,1,CZ053,Pardubický kraj,A41,Jiná sepse,66040044,40–44 let,M,0,1
2022,1,CZ053,Pardubický kraj,A41,Jiná sepse,66060064,60–64 let,Z,0,1
2022,1,CZ053,Pardubický kraj,A41,Jiná sepse,66065069,65–69 let,M,0,1
2022,1,CZ053,Pardubický kraj,A41,Jiná sepse,66075999,75+ let,M,0,1
2022,1,CZ053,Pardubický kraj,A46,Růže – erysipel,66050054,50–54 let,M,0,1
2022,1,CZ053,Pardubický kraj,A46,Růže – erysipel,66055059,55–59 let,M,0,1
2022,1,CZ053,Pardubický kraj,A46,Růže – erysipel,66060064,60–64 let,M,0,1
2022,1,CZ053,Pardubický kraj,A46,Růže – erysipel,66065069,65–69 let,M,0,1
2022,1,CZ053,Pardubický kraj,A46,Růže – erysipel,66070074,70–74 let,Z,0,1
2022,1,CZ053,Pardubický kraj,A46,Růže – erysipel,66075999,75+ let,M,0,1
2022,1,CZ053,Pardubický kraj,A46,Růže – erysipel,66075999,75+ let,Z,0,2
2022,1,CZ053,Pardubický kraj,A48,Jiné bakteriální nemoci nezařazené jinde,66060064,60–64 let,M,0,1
2022,1,CZ053,Pardubický kraj,A48,Jiné bakteriální nemoci nezařazené jinde,66070074,70–74 let,M,0,2
2022,1,CZ053,Pardubický kraj,A56,Jiná chlamydiová onemocnění přenášená pohlavním stykem,66025029,25–29 let,M,0,1
2022,1,CZ053,Pardubický kraj,A56,Jiná chlamydiová onemocnění přenášená pohlavním stykem,66025029,25–29 let,Z,0,2
2022,1,CZ053,Pardubický kraj,A56,Jiná chlamydiová onemocnění přenášená pohlavním stykem,66030034,30–34 let,M,0,1
2022,1,CZ053,Pardubický kraj,A56,Jiná chlamydiová onemocnění přenášená pohlavním stykem,66040044,40–44 let,Z,0,1
2022,1,CZ053,Pardubický kraj,A56,Jiná chlamydiová onemocnění přenášená pohlavním stykem,66045049,45–49 let,M,0,1
2022,1,CZ053,Pardubický kraj,A69,Jiné spirochetové infekce,66055059,55–59 let,Z,0,1
2022,1,CZ053,Pardubický kraj,B01,Plané neštovice [varicella],66000000,0 let,M,0,5
2022,1,CZ053,Pardubický kraj,B01,Plané neštovice [varicella],66000000,0 let,Z,0,2
2022,1,CZ053,Pardubický kraj,B01,Plané neštovice [varicella],66001004,1–4 roky,M,0,19
2022,1,CZ053,Pardubický kraj,B01,Plané neštovice [varicella],66001004,1–4 roky,Z,0,26
2022,1,CZ053,Pardubický kraj,B01,Plané neštovice [varicella],66005009,5–9 let,M,0,27
2022,1,CZ053,Pardubický kraj,B01,Plané neštovice [varicella],66005009,5–9 let,Z,0,30
2022,1,CZ053,Pardubický kraj,B01,Plané neštovice [varicella],66010014,10–14 let,M,0,1
2022,1,CZ053,Pardubický kraj,B01,Plané neštovice [varicella],66010014,10–14 let,Z,0,4
2022,1,CZ053,Pardubický kraj,B01,Plané neštovice [varicella],66015019,15–19 let,M,0,1
2022,1,CZ053,Pardubický kraj,B02,Pásový opar [herpes zoster],66001004,1–4 roky,Z,0,1
2022,1,CZ053,Pardubický kraj,B02,Pásový opar [herpes zoster],66005009,5–9 let,M,0,2
2022,1,CZ053,Pardubický kraj,B02,Pásový opar [herpes zoster],66010014,10–14 let,M,0,1
2022,1,CZ053,Pardubický kraj,B02,Pásový opar [herpes zoster],66015019,15–19 let,Z,0,1
2022,1,CZ053,Pardubický kraj,B02,Pásový opar [herpes zoster],66030034,30–34 let,M,0,1
2022,1,CZ053,Pardubický kraj,B02,Pásový opar [herpes zoster],66035039,35–39 let,M,0,1
2022,1,CZ053,Pardubický kraj,B02,Pásový opar [herpes zoster],66040044,40–44 let,M,0,1
2022,1,CZ053,Pardubický kraj,B02,Pásový opar [herpes zoster],66050054,50–54 let,Z,0,3
2022,1,CZ053,Pardubický kraj,B02,Pásový opar [herpes zoster],66060064,60–64 let,M,0,2
2022,1,CZ053,Pardubický kraj,B02,Pásový opar [herpes zoster],66060064,60–64 let,Z,0,1
2022,1,CZ053,Pardubický kraj,B02,Pásový opar [herpes zoster],66065069,65–69 let,M,0,2
2022,1,CZ053,Pardubický kraj,B02,Pásový opar [herpes zoster],66065069,65–69 let,Z,0,2
2022,1,CZ053,Pardubický kraj,B02,Pásový opar [herpes zoster],66070074,70–74 let,M,0,1
2022,1,CZ053,Pardubický kraj,B02,Pásový opar [herpes zoster],66070074,70–74 let,Z,0,2
2022,1,CZ053,Pardubický kraj,B02,Pásový opar [herpes zoster],66075999,75+ let,M,0,2
2022,1,CZ053,Pardubický kraj,B02,Pásový opar [herpes zoster],66075999,75+ let,Z,0,1
2022,1,CZ053,Pardubický kraj,B08,Jiné virové infekce charakterizované postižením kůže a sliznic NJ,66000000,0 let,Z,0,1
2022,1,CZ053,Pardubický kraj,B08,Jiné virové infekce charakterizované postižením kůže a sliznic NJ,66001004,1–4 roky,M,0,1
2022,1,CZ053,Pardubický kraj,B27,Infekční mononukleóza,66015019,15–19 let,Z,0,1
2022,1,CZ053,Pardubický kraj,B27,Infekční mononukleóza,66020024,20–24 let,M,0,1
2022,1,CZ053,Pardubický kraj,B58,Toxoplazmóza [toxoplasmosis],66020024,20–24 let,M,0,1
2022,1,CZ053,Pardubický kraj,B80,Enterobióza [enterobiasis],66001004,1–4 roky,M,0,2
2022,1,CZ053,Pardubický kraj,B80,Enterobióza [enterobiasis],66001004,1–4 roky,Z,0,1
2022,1,CZ053,Pardubický kraj,B86,Svrab [scabies],66001004,1–4 roky,M,0,1
2022,1,CZ053,Pardubický kraj,B86,Svrab [scabies],66005009,5–9 let,M,0,1
2022,1,CZ053,Pardubický kraj,B86,Svrab [scabies],66010014,10–14 let,M,0,1
2022,1,CZ053,Pardubický kraj,B86,Svrab [scabies],66015019,15–19 let,Z,0,1
2022,1,CZ053,Pardubický kraj,B86,Svrab [scabies],66020024,20–24 let,M,0,1
2022,1,CZ053,Pardubický kraj,B86,Svrab [scabies],66020024,20–24 let,Z,0,1
2022,1,CZ053,Pardubický kraj,B86,Svrab [scabies],66030034,30–34 let,Z,0,1
2022,1,CZ053,Pardubický kraj,B86,Svrab [scabies],66045049,45–49 let,Z,0,2
2022,1,CZ053,Pardubický kraj,W54,Kousnutí nebo úder psem,66015019,15–19 let,Z,0,1
2022,1,CZ053,Pardubický kraj,W54,Kousnutí nebo úder psem,66030034,30–34 let,M,0,1
2022,1,CZ053,Pardubický kraj,W54,Kousnutí nebo úder psem,66045049,45–49 let,M,0,1
2022,1,CZ053,Pardubický kraj,W54,Kousnutí nebo úder psem,66055059,55–59 let,M,0,1
2022,1,CZ053,Pardubický kraj,W54,Kousnutí nebo úder psem,66065069,65–69 let,M,0,1
2022,1,CZ053,Pardubický kraj,W54,Kousnutí nebo úder psem,66065069,65–69 let,Z,0,1
2022,1,CZ053,Pardubický kraj,W55,Kousnutí nebo úder jinými savci,66020024,20–24 let,Z,0,1
2022,2,CZ053,Pardubický kraj,A02,Jiné infekce způsobené salmonelami,66001004,1–4 roky,M,0,1
2022,2,CZ053,Pardubický kraj,A02,Jiné infekce způsobené salmonelami,66001004,1–4 roky,Z,0,1
2022,2,CZ053,Pardubický kraj,A02,Jiné infekce způsobené salmonelami,66010014,10–14 let,Z,0,1
2022,2,CZ053,Pardubický kraj,A02,Jiné infekce způsobené salmonelami,66020024,20–24 let,M,0,2
