ciselnik,ciselnik_kod,ciselnik_nazev,kod_IRI,kod,kod_tecka,nazev,kod_kapitola_rozsah,kod_kapitola_cislo,nazev_kapitola,platnost_od,platnost_do
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/D43.7,D437,D43.7,Novotvar nejistého nebo neznámého chování – jiné určené části centrální nervové soustavy,C00-D48,II.,Novotvary,1994-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/D43.9,D439,D43.9,Novotvar nejistého nebo neznámého chování – centrální nervová soustava NS,C00-D48,II.,Novotvary,1994-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/D44,D44,D44,Novotvary nejistého nebo neznámého chování žláz s vnitřní sekrecí,C00-D48,II.,Novotvary,1994-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/D44.0,D440,D44.0,Novotvar nejistého nebo neznámého chování – štítná žláza [glandula thyroidea],C00-D48,II.,Novotvary,1994-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/D44.1,D441,D44.1,Novotvar nejistého nebo neznámého chování – nadledvina [glandula suprarenalis (adrenalis)],C00-D48,II.,Novotvary,1994-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/D44.2,D442,D44.2,Novotvar nejistého nebo neznámého chování – příštítná žláza [glandula parathyroidea],C00-D48,II.,Novotvary,1994-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/D44.3,D443,D44.3,Novotvar nejistého nebo neznámého chování – hypofýza [glandula pituitaria],C00-D48,II.,Novotvary,1994-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/D44.4,D444,D44.4,Novotvar nejistého nebo neznámého chování – ductus craniopharyngealis,C00-D48,II.,Novotvary,1994-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/D44.5,D445,D44.5,Novotvar nejistého nebo neznámého chování – epifýza – šišinka [glandula pinealis],C00-D48,II.,Novotvary,1994-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/D44.6,D446,D44.6,Novotvar nejistého nebo neznámého chování – karotické tělísko [glomus caroticum],C00-D48,II.,Novotvary,1994-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/D44.7,D447,D44.7,Novotvar nejistého nebo neznámého chování – aortické tělísko a jiná paraganglia,C00-D48,II.,Novotvary,1994-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/D44.8,D448,D44.8,Novotvar nejistého nebo neznámého chování – postižení více žláz s vnitřní sekrecí,C00-D48,II.,Novotvary,1994-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/D44.9,D449,D44.9,Novotvar nejistého nebo neznámého chování – žláza s vnitřní sekrecí NS,C00-D48,II.,Novotvary,1994-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/D45,D45,D45,Pravá polycytemie [polycythaemia vera],C00-D48,II.,Novotvary,1994-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/D46,D46,D46,Myelodysplastické syndromy,C00-D48,II.,Novotvary,1994-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/D46.0,D460,D46.0,"Refrakterní anemie bez prstenčitých sideroblastů, uvedeno",C00-D48,II.,Novotvary,1994-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/D46.1,D461,D46.1,Refrakterní anemie s prstenčitými sideroblasty,C00-D48,II.,Novotvary,1994-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/D46.2,D462,D46.2,Refrakterní anemie s přebytkem blastů [RAEB],C00-D48,II.,Novotvary,1994-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/D46.3,D463,D46.3,Refrakterní anemie s přebytkem blastů s transformacemi,C00-D48,II.,Novotvary,1994-01-01,2011-12-31
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/D46.4,D464,D46.4,Refrakterní anemie NS,C00-D48,II.,Novotvary,1994-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/D46.5,D465,D46.5,Refrakterní anemie s dysplázií ve více řadách,C00-D48,II.,Novotvary,2012-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/D46.6,D466,D46.6,Myelodysplastický syndrom s izolovanou chromozomální aberací del(5q),C00-D48,II.,Novotvary,2012-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/D46.7,D467,D46.7,Jiné myelodysplastické syndromy,C00-D48,II.,Novotvary,1994-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/D46.9,D469,D46.9,Myelodysplastický syndrom NS,C00-D48,II.,Novotvary,1994-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/D47,D47,D47,Jiné novotvary nejistého nebo neznámého chování mízní‚ krvetvorné a příbuzné tkáně,C00-D48,II.,Novotvary,1994-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/D47.0,D470,D47.0,Novotvary nejistého a neznámého chování z histiocytů a kmenových buněk,C00-D48,II.,Novotvary,1994-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/D47.1,D471,D47.1,Chronická myeloproliferativní nemoc,C00-D48,II.,Novotvary,1994-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/D47.2,D472,D47.2,Monoklonální gamapatie neurčeného významu (MGUS),C00-D48,II.,Novotvary,1994-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/D47.3,D473,D47.3,Esenciální (hemoragická) trombocytemie,C00-D48,II.,Novotvary,1994-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/D47.4,D474,D47.4,Osteomyelofibróza,C00-D48,II.,Novotvary,2012-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/D47.5,D475,D47.5,Chronická eosinofilní leukemie (hypereosinofilní syndrom),C00-D48,II.,Novotvary,2012-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/D47.7,D477,D47.7,Jiné určené novotvary nejistého nebo neznámého chování‚ mízní‚ hematopoetické a příbuzné tkáně,C00-D48,II.,Novotvary,1994-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/D47.9,D479,D47.9,Novotvary nejistého nebo neznámého chování mízní‚ hematopoetické a příbuzné tkáně NS,C00-D48,II.,Novotvary,1994-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/D48,D48,D48,Novotvary nejistého nebo neznámého chování jiných a neurčených lokalizací,C00-D48,II.,Novotvary,1994-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/D48.0,D480,D48.0,Novotvar nejistého nebo neznámého chování – kost a kloubní chrupavka,C00-D48,II.,Novotvary,1994-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/D48.1,D481,D48.1,Novotvar nejistého nebo neznámého chování – pojivová a jiná měkká tkáň,C00-D48,II.,Novotvary,1994-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/D48.2,D482,D48.2,Novotvar nejistého nebo neznámého chování – periferní nervy a autonomní nervová soustava,C00-D48,II.,Novotvary,1994-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/D48.3,D483,D48.3,Novotvar nejistého nebo neznámého chování – retroperitoneum,C00-D48,II.,Novotvary,1994-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/D48.4,D484,D48.4,Novotvar nejistého nebo neznámého chování – peritoneum,C00-D48,II.,Novotvary,1994-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/D48.5,D485,D48.5,Novotvar nejistého nebo neznámého chování – kůže,C00-D48,II.,Novotvary,1994-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/D48.6,D486,D48.6,Novotvar nejistého nebo neznámého chování – prs,C00-D48,II.,Novotvary,1994-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/D48.7,D487,D48.7,Novotvar nejistého nebo neznámého chování – jiné určené lokalizace,C00-D48,II.,Novotvary,1994-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/D48.9,D489,D48.9,Novotvary nejistého nebo neznámého chování NS,C00-D48,II.,Novotvary,1994-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/D50,D50,D50,Anemie z nedostatku železa,D49-D89,III.,Nemoci krve a krvetvorných orgánů a některé poruchy imunity,1994-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/D50.0,D500,D50.0,"Anemie z nedostatku železa, sekundární po ztrátě krve (chronická)",D49-D89,III.,Nemoci krve a krvetvorných orgánů a některé poruchy imunity,1994-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/D50.1,D501,D50.1,Sideropenická dysfagie,D49-D89,III.,Nemoci krve a krvetvorných orgánů a některé poruchy imunity,1994-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/D50.8,D508,D50.8,Jiné anemie z nedostatku železa,D49-D89,III.,Nemoci krve a krvetvorných orgánů a některé poruchy imunity,1994-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/D50.9,D509,D50.9,Anemie z nedostatku železa NS,D49-D89,III.,Nemoci krve a krvetvorných orgánů a některé poruchy imunity,1994-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/D51,D51,D51,Anemie z nedostatku vitaminu B12,D49-D89,III.,Nemoci krve a krvetvorných orgánů a některé poruchy imunity,1994-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/D51.0,D510,D51.0,Anemie z nedostatku vitaminu B12 způsobená nedostatkem vnitřního faktoru,D49-D89,III.,Nemoci krve a krvetvorných orgánů a některé poruchy imunity,1994-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/D51.1,D511,D51.1,Anemie z nedostatku vitaminu B12 způsobená selektivní malabsorpcí vitaminu B12 s proteinurií,D49-D89,III.,Nemoci krve a krvetvorných orgánů a některé poruchy imunity,1994-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/D51.2,D512,D51.2,Nedostatek transkobalaminu II.,D49-D89,III.,Nemoci krve a krvetvorných orgánů a některé poruchy imunity,1994-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/D51.3,D513,D51.3,Jiná nutriční anemie z nedostatku vitaminu B12,D49-D89,III.,Nemoci krve a krvetvorných orgánů a některé poruchy imunity,1994-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/D51.8,D518,D51.8,Jiné anemie z nedostatku vitaminu B12,D49-D89,III.,Nemoci krve a krvetvorných orgánů a některé poruchy imunity,1994-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/D51.9,D519,D51.9,Anemie z nedostatku vitaminu B12 NS,D49-D89,III.,Nemoci krve a krvetvorných orgánů a některé poruchy imunity,1994-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/D52,D52,D52,Anemie z nedostatku kyseliny listové,D49-D89,III.,Nemoci krve a krvetvorných orgánů a některé poruchy imunity,1994-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/D52.0,D520,D52.0,Nutriční anemie z nedostatku kyseliny listové,D49-D89,III.,Nemoci krve a krvetvorných orgánů a některé poruchy imunity,1994-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/D52.1,D521,D52.1,Anemie z nedostatku kyseliny listové‚ vyvolaná léky,D49-D89,III.,Nemoci krve a krvetvorných orgánů a některé poruchy imunity,1994-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/D52.8,D528,D52.8,Jiné anemie z nedostatku kyseliny listové,D49-D89,III.,Nemoci krve a krvetvorných orgánů a některé poruchy imunity,1994-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/D52.9,D529,D52.9,Anemie z nedostatku kyseliny listové NS,D49-D89,III.,Nemoci krve a krvetvorných orgánů a některé poruchy imunity,1994-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/D53,D53,D53,Jiné nutriční anemie,D49-D89,III.,Nemoci krve a krvetvorných orgánů a některé poruchy imunity,1994-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/D53.0,D530,D53.0,Anemie z nedostatku proteinů,D49-D89,III.,Nemoci krve a krvetvorných orgánů a některé poruchy imunity,1994-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/D53.1,D531,D53.1,Jiné megaloblastické anemie nezařazené jinde,D49-D89,III.,Nemoci krve a krvetvorných orgánů a některé poruchy imunity,1994-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/D53.2,D532,D53.2,Anemie z nedostatku vitaminu C,D49-D89,III.,Nemoci krve a krvetvorných orgánů a některé poruchy imunity,1994-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/D53.8,D538,D53.8,Jiné určené nutriční anemie,D49-D89,III.,Nemoci krve a krvetvorných orgánů a některé poruchy imunity,1994-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/D53.9,D539,D53.9,Nutriční anemie NS,D49-D89,III.,Nemoci krve a krvetvorných orgánů a některé poruchy imunity,1994-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/D55,D55,D55,Anemie způsobená poruchami enzymů,D49-D89,III.,Nemoci krve a krvetvorných orgánů a některé poruchy imunity,1994-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/D55.0,D550,D55.0,Anemie způsobená nedostatkem glukózo-6-fosfátdehydrogenázy [G-6-PD],D49-D89,III.,Nemoci krve a krvetvorných orgánů a některé poruchy imunity,1994-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/D55.1,D551,D55.1,Anemie způsobená jinými poruchami metabolismu glutationu,D49-D89,III.,Nemoci krve a krvetvorných orgánů a některé poruchy imunity,1994-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/D55.2,D552,D55.2,Anemie způsobená poruchami glykolytických enzymů,D49-D89,III.,Nemoci krve a krvetvorných orgánů a některé poruchy imunity,1994-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/D55.3,D553,D55.3,Anemie způsobená poruchami metabolismu nukleotidů,D49-D89,III.,Nemoci krve a krvetvorných orgánů a některé poruchy imunity,1994-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/D55.8,D558,D55.8,Jiné anemie způsobené poruchami enzymů,D49-D89,III.,Nemoci krve a krvetvorných orgánů a některé poruchy imunity,1994-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/D55.9,D559,D55.9,Anemie způsobená poruchou enzymu NS,D49-D89,III.,Nemoci krve a krvetvorných orgánů a některé poruchy imunity,1994-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/D56,D56,D56,Talasemie [thalassaemia],D49-D89,III.,Nemoci krve a krvetvorných orgánů a některé poruchy imunity,1994-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/D56.0,D560,D56.0,Alfa talasemie,D49-D89,III.,Nemoci krve a krvetvorných orgánů a některé poruchy imunity,1994-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/D56.1,D561,D56.1,Beta talasemie,D49-D89,III.,Nemoci krve a krvetvorných orgánů a některé poruchy imunity,1994-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/D56.2,D562,D56.2,Delta-beta talasemie,D49-D89,III.,Nemoci krve a krvetvorných orgánů a některé poruchy imunity,1994-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/D56.3,D563,D56.3,Talasemický typ,D49-D89,III.,Nemoci krve a krvetvorných orgánů a některé poruchy imunity,1994-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/D56.4,D564,D56.4,Dědičná perzistence fetálního hemoglobinu [HPFH],D49-D89,III.,Nemoci krve a krvetvorných orgánů a některé poruchy imunity,1994-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/D56.8,D568,D56.8,Jiné talasemie,D49-D89,III.,Nemoci krve a krvetvorných orgánů a některé poruchy imunity,1994-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/D56.9,D569,D56.9,Talasemie NS,D49-D89,III.,Nemoci krve a krvetvorných orgánů a některé poruchy imunity,1994-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/D57,D57,D57,Srpkovité poruchy,D49-D89,III.,Nemoci krve a krvetvorných orgánů a některé poruchy imunity,1994-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/D57.0,D570,D57.0,Srpkovitá anemie s krizí,D49-D89,III.,Nemoci krve a krvetvorných orgánů a některé poruchy imunity,1994-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/D57.1,D571,D57.1,Srpkovitá anemie bez krize,D49-D89,III.,Nemoci krve a krvetvorných orgánů a některé poruchy imunity,1994-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/D57.2,D572,D57.2,Zdvojené heterozygotní poruchy srpkovatění,D49-D89,III.,Nemoci krve a krvetvorných orgánů a některé poruchy imunity,1994-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/D57.3,D573,D57.3,Další typy srpkovité anemie,D49-D89,III.,Nemoci krve a krvetvorných orgánů a některé poruchy imunity,1994-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/D57.8,D578,D57.8,Jiné srpkovité poruchy,D49-D89,III.,Nemoci krve a krvetvorných orgánů a některé poruchy imunity,1994-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/D58,D58,D58,Jiné dědičné hemolytické anemie,D49-D89,III.,Nemoci krve a krvetvorných orgánů a některé poruchy imunity,1994-01-01,
